Approach,Dataset,Locations,Days,Evaluation,Time (s),Seed
GAC+GI,amsterdam,8,2,788.2407281,4.6342067,0
GAC+GR,amsterdam,8,2,483.2468248,1.9801886,0
GAC+GR+BF,amsterdam,8,2,479.7970773,1.9815126,0
GACC+GI,amsterdam,8,2,788.2407281,3.8686939,0
GACC+GR,amsterdam,8,2,508.2112909,1.4993527,0
GACC+GR+BF,amsterdam,8,2,508.2112909,1.5007096,0
GAR+GI,amsterdam,8,2,505.7970773,0.7186283,0
GATG,amsterdam,8,2,479.7970773,0.7799296,0
GITG,amsterdam,8,2,513.4539316,0.0058917,0
GR+GI,amsterdam,8,2,525.8681451,2.72E-05,0
KM+BF,amsterdam,8,2,512.4183976,0.0174815,0
KM+CH,amsterdam,8,2,515.2823587,0.0176433,0
KM+GAR,amsterdam,8,2,512.4183976,0.9958846,0
KM+GI,amsterdam,8,2,817.2112909,0.0165013,0
KM+GR,amsterdam,8,2,514.8681451,0.0162166,0
BF+GI,auckland,8,2,519.3117959,0.2739758,0
BFTG,auckland,8,2,474.3117959,1.8903772,0
CH+GI,auckland,8,2,497.3473298,0.0025309,0
GAC+GI,auckland,8,2,778.5838739,3.9767889,0
GAC+GR,auckland,8,2,479.5544366,1.9968157,0
GAC+GR+BF,auckland,8,2,474.3117959,1.9981657,0
GACC+GI,auckland,8,2,779.7909806,3.5766815,0
GACC+GR,auckland,8,2,479.5544366,1.5131072,0
GACC+GR+BF,auckland,8,2,474.3117959,1.5144592,0
GAR+GI,auckland,8,2,519.3117959,0.6385257,0
GATG,auckland,8,2,474.3117959,0.726605,0
GITG,auckland,8,2,480.9331163,0.0027036,0
GR+GI,auckland,8,2,491.5899705,2.72E-05,0
KM+BF,auckland,8,2,682.1402231,0.0521389,0
KM+CH,auckland,8,2,685.7615434,0.0133596,0
KM+GAR,auckland,8,2,682.1402231,0.9007028,0
KM+GI,auckland,8,2,788.2407281,0.0116386,0
KM+GR,auckland,8,2,688.175757,0.0112897,0
BF+GI,barcelona,8,2,697.5676759,0.27246,0
BFTG,barcelona,8,2,660.5676759,1.9766895,0
CH+GI,barcelona,8,2,707.8813844,0.0023276,0
GAC+GI,barcelona,8,2,1070.703715,4.1186832,0
GAC+GR,barcelona,8,2,672.4671709,2.0299918,0
GAC+GR+BF,barcelona,8,2,663.8103166,2.031324,0
GACC+GI,barcelona,8,2,1076.739249,4.3180814,0
GACC+GR,barcelona,8,2,677.295598,1.3726221,0
GACC+GR+BF,barcelona,8,2,660.5676759,1.3743569,0
GAR+GI,barcelona,8,2,697.5676759,0.6150144,0
GATG,barcelona,8,2,661.8103166,0.7387434,0
GITG,barcelona,8,2,671.2600641,0.0029473,0
GR+GI,barcelona,8,2,672.6742777,2.69E-05,0
KM+BF,barcelona,8,2,660.5676759,0.0125097,0
KM+CH,barcelona,8,2,660.5676759,0.01267,0
KM+GAR,barcelona,8,2,660.5676759,0.9540806,0
KM+GI,barcelona,8,2,1087.60321,0.0115513,0
KM+GR,barcelona,8,2,677.295598,0.0112708,0
BF+GI,berlin,8,2,757.5920626,0.2941368,0
BFTG,berlin,8,2,727.04181,2.0354735,0
CH+GI,berlin,8,2,730.6986643,0.0024215,0
GAC+GI,berlin,8,2,1207.106781,4.2237111,0
GAC+GR,berlin,8,2,728.4915575,1.9778691,0
GAC+GR+BF,berlin,8,2,728.4915575,1.9792237,0
GACC+GI,berlin,8,2,1207.106781,3.8291186,0
GACC+GR,berlin,8,2,758.0062761,1.566713,0
GACC+GR+BF,berlin,8,2,757.5920626,1.5680685,0
GAR+GI,berlin,8,2,757.5920626,0.6931589,0
GATG,berlin,8,2,727.2489168,0.8314067,0
GITG,berlin,8,2,797.3849558,0.0028519,0
GR+GI,berlin,8,2,759.2133829,4.16E-05,0
KM+BF,berlin,8,2,917.1423151,0.0136975,0
KM+CH,berlin,8,2,924.3849558,0.0137928,0
KM+GAR,berlin,8,2,917.1423151,1.0527324,0
KM+GI,berlin,8,2,1207.106781,0.0127238,0
KM+GR,berlin,8,2,919.5565287,0.0124544,0
BF+GI,birmingham,8,2,802.3321779,0.341755,0
BFTG,birmingham,8,2,799.9179644,2.5067753,0
CH+GI,birmingham,8,2,807.196139,0.0027953,0
GAC+GI,birmingham,8,2,1289.190042,5.2993388,0
GAC+GR,birmingham,8,2,803.5392847,3.0496108,0
GAC+GR+BF,birmingham,8,2,799.9179644,3.0509958,0
GACC+GI,birmingham,8,2,1292.811363,4.5650274,0
GACC+GR,birmingham,8,2,803.5392847,2.2106049,0
GACC+GR+BF,birmingham,8,2,799.9179644,2.2121108,0
GAR+GI,birmingham,8,2,802.3321779,0.7491072,0
GATG,birmingham,8,2,799.9179644,1.2346981,0
GITG,birmingham,8,2,802.3321779,0.0068022,0
GR+GI,birmingham,8,2,803.5392847,5.79E-05,0
KM+BF,birmingham,8,2,799.9179644,0.0275767,0
KM+CH,birmingham,8,2,805.9890322,0.0277784,0
KM+GAR,birmingham,8,2,799.9179644,1.3547928,0
KM+GI,birmingham,8,2,1300.054003,0.0266904,0
KM+GR,birmingham,8,2,803.5392847,0.0260201,0
BF+GI,buenos_aires,8,2,719.7636354,0.3599985,0
BFTG,buenos_aires,8,2,716.9707422,2.5571109,0
CH+GI,buenos_aires,8,2,737.5920626,0.0026404,0
GAC+GI,buenos_aires,8,2,1207.106781,6.4028811,0
GAC+GR,buenos_aires,8,2,717.7991693,3.3696372,0
GAC+GR+BF,buenos_aires,8,2,716.9707422,3.3715274,0
GACC+GI,buenos_aires,8,2,1207.106781,4.9384686,0
GACC+GR,buenos_aires,8,2,717.7991693,1.7895684,0
GACC+GR+BF,buenos_aires,8,2,716.9707422,1.7910173,0
GAR+GI,buenos_aires,8,2,717.3849558,0.8665742,0
GATG,buenos_aires,8,2,716.9707422,1.0784347,0
GITG,buenos_aires,8,2,739.9707422,0.0047131,0
GR+GI,buenos_aires,8,2,757.5920626,4.28E-05,0
KM+BF,buenos_aires,8,2,764.9707422,0.0171731,0
KM+CH,buenos_aires,8,2,767.5920626,0.017097,0
KM+GAR,buenos_aires,8,2,764.9707422,1.3762638,0
KM+GI,buenos_aires,8,2,1216.763635,0.0159397,0
KM+GR,buenos_aires,8,2,766.3849558,0.0157506,0
BF+GI,dublin,8,2,712.8580438,0.3015244,0
BFTG,dublin,8,2,684.6509371,1.996497,0
CH+GI,dublin,8,2,716.2367235,0.0025778,0
GAC+GI,dublin,8,2,1147.958549,4.2242882,0
GAC+GR,dublin,8,2,685.8580438,2.0196514,0
GAC+GR+BF,dublin,8,2,684.6509371,2.0211686,0
GACC+GI,dublin,8,2,1147.958549,3.7018709,0
GACC+GR,dublin,8,2,685.8580438,1.6275271,0
GACC+GR+BF,dublin,8,2,684.6509371,1.6288633,0
GAR+GI,dublin,8,2,712.8580438,0.6765065,0
GATG,dublin,8,2,684.6509371,0.7163799,0
GITG,dublin,8,2,713.2722574,0.0062734,0
GR+GI,dublin,8,2,740.4793642,3.08E-05,0
KM+BF,dublin,8,2,965.6509371,0.0787936,0
KM+CH,dublin,8,2,966.8580438,0.0142635,0
KM+GAR,dublin,8,2,965.6509371,0.9285744,0
KM+GI,dublin,8,2,1167.272257,0.0124318,0
KM+GR,dublin,8,2,971.686471,0.0120465,0
BF+GI,johannesburg,8,2,773.8468966,0.2717769,0
BFTG,johannesburg,8,2,769.296644,2.2582549,0
CH+GI,johannesburg,8,2,791.0540033,0.0030585,0
GAC+GI,johannesburg,8,2,1267.46212,4.8630493,0
GAC+GR,johannesburg,8,2,769.7108576,2.1789773,0
GAC+GR+BF,johannesburg,8,2,769.296644,2.1807901,0
GACC+GI,johannesburg,8,2,1267.46212,4.4575972,0
GACC+GR,johannesburg,8,2,775.0540033,1.7063923,0
GACC+GR+BF,johannesburg,8,2,773.8468966,1.7085459,0
GAR+GI,johannesburg,8,2,773.8468966,0.7553344,0
GATG,johannesburg,8,2,769.296644,0.8610081,0
GITG,johannesburg,8,2,773.8468966,0.0027281,0
GR+GI,johannesburg,8,2,791.0540033,4.50E-05,0
KM+BF,johannesburg,8,2,1021.846897,0.0505025,0
KM+CH,johannesburg,8,2,1026.675324,0.0165121,0
KM+GAR,johannesburg,8,2,1021.846897,1.0302648,0
KM+GI,johannesburg,8,2,1295.225576,0.0148709,0
KM+GR,johannesburg,8,2,1023.054003,0.0145068,0
BF+GI,lagos,8,2,651.9463556,0.2892386,0
BFTG,lagos,8,2,637.7392488,2.1676406,0
CH+GI,lagos,8,2,681.7747827,0.0038992,0
GAC+GI,lagos,8,2,1059.839754,4.3047594,0
GAC+GR,lagos,8,2,638.9463556,2.0646367,0
GAC+GR+BF,lagos,8,2,637.7392488,2.0660164,0
GACC+GI,lagos,8,2,1059.839754,3.8271532,0
GACC+GR,lagos,8,2,652.3605692,1.7088996,0
GACC+GR+BF,lagos,8,2,652.1534624,1.7102361,0
GAR+GI,lagos,8,2,638.9463556,0.6937501,0
GATG,lagos,8,2,637.7392488,0.8218735,0
GITG,lagos,8,2,652.1534624,0.0028034,0
GR+GI,lagos,8,2,652.1534624,4.50E-05,0
KM+BF,lagos,8,2,945.9108217,0.0497822,0
KM+CH,lagos,8,2,972.4671709,0.014115,0
KM+GAR,lagos,8,2,945.9108217,1.054231,0
KM+GI,lagos,8,2,1070.703715,0.0127478,0
KM+GR,lagos,8,2,947.1179285,0.0123571,0
BF+GI,london,8,2,770.3555185,0.3524796,0
BFTG,london,8,2,770.3555185,2.1849605,0
CH+GI,london,8,2,811.3088373,0.0018668,0
GAC+GI,london,8,2,1187.793073,5.6509665,0
GAC+GR,london,8,2,770.3555185,2.1709308,0
GAC+GR+BF,london,8,2,770.3555185,2.1722391,0
GACC+GI,london,8,2,1187.793073,5.0421312,0
GACC+GR,london,8,2,770.3555185,1.7445155,0
GACC+GR+BF,london,8,2,770.3555185,1.7458583,0
GAR+GI,london,8,2,770.3555185,1.4031028,0
GATG,london,8,2,770.3555185,0.8342218,0
GITG,london,8,2,770.3555185,0.0027173,0
GR+GI,london,8,2,789.7341982,2.85E-05,0
KM+BF,london,8,2,878.5981592,0.0208826,0
KM+CH,london,8,2,942.5748186,0.0152456,0
KM+GAR,london,8,2,878.5981592,1.0740646,0
KM+GI,london,8,2,1277.118974,0.0138688,0
KM+GR,london,8,2,882.2194796,0.0135674,0
BF+GI,medina,8,2,713.0529573,0.3603903,0
BFTG,medina,8,2,637.1534624,2.22463,0
CH+GI,medina,8,2,697.9818895,0.0037514,0
GAC+GI,medina,8,2,1069.496608,4.5797208,0
GAC+GR,medina,8,2,637.1534624,2.4784679,0
GAC+GR+BF,medina,8,2,637.1534624,2.4849893,0
GACC+GI,medina,8,2,1069.496608,4.6666492,0
GACC+GR,medina,8,2,654.9169183,1.7032088,0
GACC+GR+BF,medina,8,2,645.2600641,1.7046677,0
GAR+GI,medina,8,2,710.0884912,0.7249633,0
GATG,medina,8,2,637.1534624,0.9900328,0
GITG,medina,8,2,638.3605692,0.0032586,0
GR+GI,medina,8,2,713.0529573,2.54E-05,0
KM+BF,medina,8,2,904.9463556,0.0183766,0
KM+CH,medina,8,2,938.7453455,0.0145431,0
KM+GAR,medina,8,2,904.9463556,1.2081913,0
KM+GI,medina,8,2,1098.467171,0.0131942,0
KM+GR,medina,8,2,904.9463556,0.0129009,0
BF+GI,mumbai,8,2,858.1139239,0.2727929,0
BFTG,mumbai,8,2,851.1494578,1.9651362,0
CH+GI,mumbai,8,2,903.942351,0.0025798,0
GAC+GI,mumbai,8,2,1394.208332,4.0498542,0
GAC+GR,mumbai,8,2,853.9778849,1.93521,0
GAC+GR+BF,mumbai,8,2,851.1494578,1.9365489,0
GACC+GI,mumbai,8,2,1394.208332,3.496884,0
GACC+GR,mumbai,8,2,872.5636713,1.5677694,0
GACC+GR+BF,mumbai,8,2,872.1494578,1.569127,0
GAR+GI,mumbai,8,2,858.1139239,0.6497083,0
GATG,mumbai,8,2,851.1494578,0.7905776,0
GITG,mumbai,8,2,884.2854967,0.0027979,0
GR+GI,mumbai,8,2,884.2854967,2.73E-05,0
KM+BF,mumbai,8,2,1019.113924,0.0182029,0
KM+CH,mumbai,8,2,1021.528137,0.014791,0
KM+GAR,mumbai,8,2,1019.113924,0.9634361,0
KM+GI,mumbai,8,2,1424.386002,0.0131374,0
KM+GR,mumbai,8,2,1020.321031,0.0128448,0
BF+GI,nairobi,8,2,483.5777772,0.4454106,0
BFTG,nairobi,8,2,454.4062043,2.8427851,0
CH+GI,nairobi,8,2,473.5189027,0.0020156,0
GAC+GI,nairobi,8,2,721.8498551,6.3564083,0
GAC+GR,nairobi,8,2,455.8204179,2.7540968,0
GAC+GR+BF,nairobi,8,2,454.4062043,2.7553783,0
GACC+GI,nairobi,8,2,721.8498551,5.3331183,0
GACC+GR,nairobi,8,2,462.4062043,3.0830522,0
GACC+GR+BF,nairobi,8,2,462.1990976,3.0843294,0
GAR+GI,nairobi,8,2,483.5777772,0.8475367,0
GATG,nairobi,8,2,455.8204179,1.0560266,0
GITG,nairobi,8,2,484.784884,0.0026582,0
GR+GI,nairobi,8,2,462.4062043,3.89E-05,0
KM+BF,nairobi,8,2,544.784884,0.0179444,0
KM+CH,nairobi,8,2,545.9919908,0.0144242,0
KM+GAR,nairobi,8,2,544.784884,1.4350496,0
KM+GI,nairobi,8,2,743.5777772,0.012782,0
KM+GR,nairobi,8,2,548.4062043,0.0124938,0
BF+GI,new_york,8,2,638.176803,0.2940623,0
BFTG,new_york,8,2,595.1057352,2.1339656,0
CH+GI,new_york,8,2,630.4905115,0.0081722,0
GAC+GI,new_york,8,2,992.2417741,5.9400955,0
GAC+GR,new_york,8,2,596.3128419,3.0851826,0
GAC+GR+BF,new_york,8,2,595.1057352,3.0865781,0
GACC+GI,new_york,8,2,993.4488809,4.4446594,0
GACC+GR,new_york,8,2,596.3128419,2.4629792,0
GACC+GR+BF,new_york,8,2,595.1057352,2.4644551,0
GAR+GI,new_york,8,2,638.176803,0.7353471,0
GATG,new_york,8,2,595.1057352,0.8764349,0
GITG,new_york,8,2,617.7981233,0.0031817,0
GR+GI,new_york,8,2,647.0052301,4.30E-05,0
KM+BF,new_york,8,2,792.8986284,0.017169,0
KM+CH,new_york,8,2,795.3128419,0.0134775,0
KM+GAR,new_york,8,2,792.8986284,1.0807126,0
KM+GI,new_york,8,2,1011.555483,0.0120446,0
KM+GR,new_york,8,2,797.7270555,0.0117401,0
BF+GI,paris,8,2,683.0113268,0.3143154,0
BFTG,paris,8,2,624.668181,1.9369678,0
CH+GI,paris,8,2,707.3605692,0.0020218,0
GAC+GI,paris,8,2,1038.111832,4.207898,0
GAC+GR,paris,8,2,625.8752878,2.264047,0
GAC+GR+BF,paris,8,2,624.668181,2.2653567,0
GACC+GI,paris,8,2,1040.526045,4.1490176,0
GACC+GR,paris,8,2,634.4255403,1.5286043,0
GACC+GR+BF,paris,8,2,633.2184335,1.5299358,0
GAR+GI,paris,8,2,633.2184335,0.64463,0
GATG,paris,8,2,625.8752878,0.7198797,0
GITG,paris,8,2,633.2184335,0.0027385,0
GR+GI,paris,8,2,685.4255403,4.29E-05,0
KM+BF,paris,8,2,815.4255403,0.0165843,0
KM+CH,paris,8,2,831.532142,0.0125983,0
KM+GAR,paris,8,2,815.4255403,0.9092845,0
KM+GI,paris,8,2,1059.839754,0.0114818,0
KM+GR,paris,8,2,816.6326471,0.01117,0
BF+GI,rio_de_janeiro,8,2,583.8214639,0.2628294,0
BFTG,rio_de_janeiro,8,2,566.6143571,1.8279509,0
CH+GI,rio_de_janeiro,8,2,597.2712114,0.002353,0
GAC+GI,rio_de_janeiro,8,2,900.5016588,4.1551287,0
GAC+GR,rio_de_janeiro,8,2,567.8214639,1.9885706,0
GAC+GR+BF,rio_de_janeiro,8,2,566.6143571,1.9899129,0
GACC+GI,rio_de_janeiro,8,2,900.5016588,3.6217966,0
GACC+GR,rio_de_janeiro,8,2,569.4427843,1.4821822,0
GACC+GR+BF,rio_de_janeiro,8,2,569.4427843,1.4834946,0
GAR+GI,rio_de_janeiro,8,2,568.649891,0.6553156,0
GATG,rio_de_janeiro,8,2,566.8214639,0.7139863,0
GITG,rio_de_janeiro,8,2,596.2356775,0.0026865,0
GR+GI,rio_de_janeiro,8,2,596.2356775,2.79E-05,0
KM+BF,rio_de_janeiro,8,2,689.3361825,0.0126593,0
KM+CH,rio_de_janeiro,8,2,691.2001436,0.0127538,0
KM+GAR,rio_de_janeiro,8,2,689.3361825,0.9524837,0
KM+GI,rio_de_janeiro,8,2,958.4427843,0.0116734,0
KM+GR,rio_de_janeiro,8,2,689.3361825,0.0114032,0
BF+GI,riyadh,8,2,696.295598,0.2849901,0
BFTG,riyadh,8,2,654.3666658,3.3259543,0
CH+GI,riyadh,8,2,656.7808794,0.0039139,0
GAC+GI,riyadh,8,2,1077.946356,5.396349,0
GAC+GR,riyadh,8,2,655.9879862,2.4692248,0
GAC+GR+BF,riyadh,8,2,654.3666658,2.4704804,0
GACC+GI,riyadh,8,2,1077.946356,5.0016117,0
GACC+GR,riyadh,8,2,657.1240251,2.4540958,0
GACC+GR+BF,riyadh,8,2,655.9169183,2.4573185,0
GAR+GI,riyadh,8,2,667.5027048,0.9248742,0
GATG,riyadh,8,2,654.3666658,1.107076,0
GITG,riyadh,8,2,720.9169183,0.0027529,0
GR+GI,riyadh,8,2,696.7098116,2.79E-05,0
KM+BF,riyadh,8,2,746.2245302,0.0134182,0
KM+CH,riyadh,8,2,749.8458505,0.0137116,0
KM+GAR,riyadh,8,2,746.2245302,1.4718642,0
KM+GI,riyadh,8,2,1085.188996,0.0123114,0
KM+GR,riyadh,8,2,747.431637,0.0120633,0
BF+GI,rome,8,2,850.4621202,0.3044943,0
BFTG,rome,8,2,749.8407999,2.0736491,0
CH+GI,rome,8,2,760.7758287,0.0019664,0
GAC+GI,rome,8,2,1242.112878,5.3880305,0
GAC+GR,rome,8,2,753.669227,3.0542203,0
GAC+GR+BF,rome,8,2,749.8407999,3.0555109,0
GACC+GI,rome,8,2,1242.112878,4.4554058,0
GACC+GR,rome,8,2,753.669227,1.5787615,0
GACC+GR+BF,rome,8,2,749.8407999,1.5800565,0
GAR+GI,rome,8,2,755.2550135,0.6802547,0
GATG,rome,8,2,752.8407999,0.8465146,0
GITG,rome,8,2,755.2550135,0.020663,0
GR+GI,rome,8,2,755.4621202,4.82E-05,0
KM+BF,rome,8,2,907.2550135,0.0255832,0
KM+CH,rome,8,2,909.669227,0.0217506,0
KM+GAR,rome,8,2,907.2550135,1.0166408,0
KM+GI,rome,8,2,1243.319985,0.0206215,0
KM+GR,rome,8,2,908.4621202,0.0203116,0
BF+GI,san_francisco,8,2,624.277308,0.3432752,0
BFTG,san_francisco,8,2,589.277308,2.1961141,0
CH+GI,san_francisco,8,2,656.8986284,0.002554,0
GAC+GI,san_francisco,8,2,978.9635995,4.2103905,0
GAC+GR,san_francisco,8,2,592.1057352,2.0003983,0
GAC+GR+BF,san_francisco,8,2,589.277308,2.0017466,0
GACC+GI,san_francisco,8,2,984.9991334,3.8450466,0
GACC+GR,san_francisco,8,2,606.5199487,1.6829689,0
GACC+GR+BF,san_francisco,8,2,603.8986284,1.6843073,0
GAR+GI,san_francisco,8,2,665.6559877,0.711248,0
GATG,san_francisco,8,2,589.277308,0.8497993,0
GITG,san_francisco,8,2,666.4844148,0.002814,0
GR+GI,san_francisco,8,2,668.8986284,2.68E-05,0
KM+BF,san_francisco,8,2,817.277308,0.0191816,0
KM+CH,san_francisco,8,2,818.4844148,0.0155271,0
KM+GAR,san_francisco,8,2,817.0702013,1.046287,0
KM+GI,san_francisco,8,2,998.277308,0.0138955,0
KM+GR,san_francisco,8,2,820.8986284,0.0135752,0
BF+GI,shanghai,8,2,709.8935778,0.2810189,0
BFTG,shanghai,8,2,689.3077913,2.1368406,0
CH+GI,shanghai,8,2,689.5148981,0.001984,0
GAC+GI,shanghai,8,2,1147.958549,4.2592597,0
GAC+GR,shanghai,8,2,689.7220049,2.1335421,0
GAC+GR+BF,shanghai,8,2,689.7220049,2.1348718,0
GACC+GI,shanghai,8,2,1147.958549,3.896596,0
GACC+GR,shanghai,8,2,710.686471,1.5892049,0
GACC+GR+BF,shanghai,8,2,708.2722574,1.5905958,0
GAR+GI,shanghai,8,2,789.686471,0.6853813,0
GATG,shanghai,8,2,689.3077913,0.8391611,0
GITG,shanghai,8,2,710.1006845,0.0027925,0
GR+GI,shanghai,8,2,710.686471,3.06E-05,0
KM+BF,shanghai,8,2,810.1006845,0.0183695,0
KM+CH,shanghai,8,2,810.3077913,0.0144125,0
KM+GAR,shanghai,8,2,810.1006845,1.0942677,0
KM+GI,shanghai,8,2,1179.343325,0.0131236,0
KM+GR,shanghai,8,2,814.9291117,0.0128126,0
BF+GI,sydney,8,2,682.7453455,0.2903869,0
BFTG,sydney,8,2,658.7808794,2.08296,0
CH+GI,sydney,8,2,711.7453455,0.0029376,0
GAC+GI,sydney,8,2,1076.739249,4.606987,0
GAC+GR,sydney,8,2,658.9879862,2.0194402,0
GAC+GR+BF,sydney,8,2,658.7808794,2.0207645,0
GACC+GI,sydney,8,2,1088.810317,4.2797869,0
GACC+GR,sydney,8,2,658.9879862,1.5209459,0
GACC+GR+BF,sydney,8,2,658.7808794,1.5226026,0
GAR+GI,sydney,8,2,722.7098116,0.7263837,0
GATG,sydney,8,2,658.7808794,0.7545773,0
GITG,sydney,8,2,682.7453455,0.0072381,0
GR+GI,sydney,8,2,712.9524523,2.67E-05,0
KM+BF,sydney,8,2,930.5382387,0.0590849,0
KM+CH,sydney,8,2,943.8164133,0.0186701,0
KM+GAR,sydney,8,2,930.5382387,1.1610463,0
KM+GI,sydney,8,2,1108.124025,0.0169491,0
KM+GR,sydney,8,2,931.7453455,0.0167417,0
BF+GI,taipei,8,2,786.4560236,0.5462477,0
BFTG,taipei,8,2,726.0773439,4.8675107,0
CH+GI,taipei,8,2,748.6631304,0.0193444,0
GAC+GI,taipei,8,2,1205.899674,6.9283143,0
GAC+GR,taipei,8,2,726.2844507,4.5926045,0
GAC+GR+BF,taipei,8,2,726.0773439,4.5939025,0
GACC+GI,taipei,8,2,1205.899674,5.193715,0
GACC+GR,taipei,8,2,748.6631304,3.6192949,0
GACC+GR+BF,taipei,8,2,747.4560236,3.6201967,0
GAR+GI,taipei,8,2,809.04181,0.8855207,0
GATG,taipei,8,2,726.2844507,2.0182307,0
GITG,taipei,8,2,787.8702372,0.0027077,0
GR+GI,taipei,8,2,765.4915575,4.49E-05,0
KM+BF,taipei,8,2,1027.42049,0.0729145,0
KM+CH,taipei,8,2,1029.834703,0.0203531,0
KM+GAR,taipei,8,2,1027.42049,3.1342245,0
KM+GI,taipei,8,2,1211.935208,0.0130421,0
KM+GR,taipei,8,2,1028.627596,0.012678,0
BF+GI,tokyo,8,2,883.6053019,0.4992544,0
BFTG,tokyo,8,2,883.6053019,2.7613437,0
CH+GI,tokyo,8,2,911.5758646,0.0032869,0
GAC+GI,tokyo,8,2,1483.534234,5.6431095,0
GAC+GR,tokyo,8,2,885.433729,2.8725338,0
GAC+GR+BF,tokyo,8,2,883.6053019,2.8739874,0
GACC+GI,tokyo,8,2,1483.534234,5.0555331,0
GACC+GR,tokyo,8,2,885.433729,2.4731248,0
GACC+GR+BF,tokyo,8,2,883.6053019,2.4744158,0
GAR+GI,tokyo,8,2,884.8124087,1.0631332,0
GATG,tokyo,8,2,884.8124087,1.1691856,0
GITG,tokyo,8,2,883.6053019,0.0028181,0
GR+GI,tokyo,8,2,982.3687579,4.12E-05,0
KM+BF,tokyo,8,2,883.6053019,0.0152965,0
KM+CH,tokyo,8,2,898.0905833,0.0153578,0
KM+GAR,tokyo,8,2,883.6053019,1.4731227,0
KM+GI,tokyo,8,2,1485.948448,0.014216,0
KM+GR,tokyo,8,2,885.433729,0.0139306,0
BF+GI,vancouver,8,2,518.6021638,0.2824327,0
BFTG,vancouver,8,2,518.395057,1.9328781,0
CH+GI,vancouver,8,2,529.0163774,0.0027626,0
GAC+GI,vancouver,8,2,870.3239892,3.5034665,0
GAC+GR,vancouver,8,2,521.430591,1.6038377,0
GAC+GR+BF,vancouver,8,2,518.395057,1.6051139,0
GACC+GI,vancouver,8,2,870.3239892,3.8783479,0
GACC+GR,vancouver,8,2,521.430591,1.5486859,0
GACC+GR+BF,vancouver,8,2,518.395057,1.5503868,0
GAR+GI,vancouver,8,2,520.8092706,0.6077555,0
GATG,vancouver,8,2,518.6021638,0.8130903,0
GITG,vancouver,8,2,533.8448045,0.0022724,0
GR+GI,vancouver,8,2,549.5016588,6.17E-05,0
KM+BF,vancouver,8,2,676.430591,0.0162334,0
KM+CH,vancouver,8,2,679.0519113,0.0139182,0
KM+GAR,vancouver,8,2,676.430591,0.9668536,0
KM+GI,vancouver,8,2,879.9808435,0.0121459,0
KM+GR,vancouver,8,2,678.8448045,0.0118985,0
BF+GI,addis_ababa,8,3,472.2190274,0.3059986,0
BFTG,addis_ababa,8,3,445.1850454,11.1489487,0
CH+GI,addis_ababa,8,3,500.1531126,0.0027103,0
GAC+GI,addis_ababa,8,3,765.5909967,5.0529984,0
GAC+GR,addis_ababa,8,3,446.1031562,2.7694967,0
GAC+GR+BF,addis_ababa,8,3,446.1031562,2.7695963,0
GACC+GI,addis_ababa,8,3,765.5909967,4.6356719,0
GACC+GR,addis_ababa,8,3,456.0059138,2.1831622,0
GACC+GR+BF,addis_ababa,8,3,456.0059138,2.1834474,0
GAR+GI,addis_ababa,8,3,472.2190274,0.7133612,0
GATG,addis_ababa,8,3,445.1850454,0.7142019,0
GITG,addis_ababa,8,3,497.8288792,0.0033586,0
GR+GI,addis_ababa,8,3,497.8288792,2.58E-05,0
KM+BF,addis_ababa,8,3,590.8163774,0.0131357,0
KM+CH,addis_ababa,8,3,593.961586,0.0135568,0
KM+GAR,addis_ababa,8,3,590.8163774,1.126152,0
KM+GI,addis_ababa,8,3,784.4685829,0.0124141,0
KM+GR,addis_ababa,8,3,590.8163774,0.01215,0
BF+GI,amsterdam,8,3,557.2516138,0.2738805,0
BFTG,amsterdam,8,3,505.9969434,11.7967101,0
CH+GI,amsterdam,8,3,569.1625407,0.001975,0
GAC+GI,amsterdam,8,3,837.9550772,4.1161899,0
GAC+GR,amsterdam,8,3,508.9404289,2.0225212,0
GAC+GR+BF,amsterdam,8,3,507.0456982,2.0227895,0
GACC+GI,amsterdam,8,3,837.9550772,3.5963392,0
GACC+GR,amsterdam,8,3,508.9404289,1.6650614,0
GACC+GR+BF,amsterdam,8,3,507.0456982,1.6653409,0
GAR+GI,amsterdam,8,3,540.6203406,0.6843564,0
GATG,amsterdam,8,3,505.9969434,0.6778753,0
GITG,amsterdam,8,3,598.3145225,0.0035271,0
GR+GI,amsterdam,8,3,598.3145225,2.62E-05,0
KM+BF,amsterdam,8,3,597.8211393,0.0133546,0
KM+CH,amsterdam,8,3,620.6941877,0.0137291,0
KM+GAR,amsterdam,8,3,597.8211393,1.2099528,0
KM+GI,amsterdam,8,3,869.4177209,0.0125743,0
KM+GR,amsterdam,8,3,602.5626357,0.0123138,0
BF+GI,auckland,8,3,607.5426637,0.3547434,0
BFTG,auckland,8,3,524.3150287,10.4231746,0
CH+GI,auckland,8,3,588.7776694,0.0020997,0
GAC+GI,auckland,8,3,907.1728933,4.1706432,0
GAC+GR,auckland,8,3,525.6375553,2.1946548,0
GAC+GR+BF,auckland,8,3,525.2360927,2.1952276,0
GACC+GI,auckland,8,3,910.3191577,3.7975907,0
GACC+GR,auckland,8,3,576.6297217,1.6992281,0
GACC+GR+BF,auckland,8,3,575.6173515,1.6994991,0
GAR+GI,auckland,8,3,607.5426637,0.6923317,0
GATG,auckland,8,3,525.2360927,0.7351828,0
GITG,auckland,8,3,603.5358397,0.0031801,0
